year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2016,金昌市,620300,甘肃省,620000,1553,,4704,45.931801,,,,207.8152,9.9700003,50.110001,39.919998,44202,2291132,,,,,,3156534138,10763.425,,35538.086,2110637.3,8858.273809,6307.689,413363.4573,1.4095227,,,8.7897558,186.31999,0.195490714,0.16175863,620300,42.10277778,13.35,620300,2.888888889,0.705555556,620300,2016,甘肃省,金昌市,620000,620300,西部,西北侧,2078152,207192,1041362,829598,9.97,50.11,39.92,44202,46,,,46,,,,7.8,,,,10,99322,4979,0.26,6.77,3.19,3,66,31,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,9,475728,53996,8896,,,,53740.0,,6.4,,,,,,,,,,,,90,90,,,7925258,7925258,,,,,,188643,-127640,,,,6538580,10183239,33673,,,2291132,232169,155742,829244,,472280,52,,,,,,207479,,574615,1475,74631,3562876,3277965,2092130,1,21,28,2,148,2305,1747,238,3318,3,3,,,,,2532,,,,,,,,,,,,,658,,,,,25,2649,1313,,,440,,110000,,,,,1189,,139,,18,4086,97785,6,48,120000,,,,,,,1553,,,18223,,,361821,2573408,4704,,,,,,100,,13,95,,,,66901,121101,75510,,,,,
2016,酒泉市,620900,甘肃省,620000,509,,2532,101.8976,,,5989,577.93408,15.09,34.990002,49.919998,51721,12156817,,,,,,20054695691,68612.039,,185396.78,5347455,28414.01704,15592.554,119462.9811,0.40871218,,,7.5112967,20.91551,0.027783787,0.017717225,620900,39.41195741,15.9033579,620900,1.981981982,0.657657658,620900,2016,甘肃省,酒泉市,620000,620900,西部,西北侧,5779341,872103,2022191,2885047,15.09,34.99,49.92,51721,112,,,112,,,,5.2,,,,15,107775,4700,0.66,6.01,8.25,4,40,55,1,0,2,1,2,0,0,1,0,1,0,0,0,1,0,1,1,0,2,,,,,,,,,13,734007,56144,193974,,,,353100.0,,6.2,,,,,,,,,,,,266,251,6,9,4117152,4013235,40774,63143,,,,71181,-317876,,,,3412333,7398872,274965,,,12156817,330288,269590,1933330,,4456380,168,3,,5989,,,362187,,1276374,7443,220740,7256894,9257136,5070755,1,59,141,9,416,5545,4170,562,8469,6,7,,,,,13193,,,,,,,,,,,,,629,,,,,1000,6581,2900,,,8540,,500000,,,,,3476,,518,,116,12718,133369,18,126,250000,,,,,,,509,,,11949,,,29975,130172,2532,,,,,,100,,52,89,,,,95449,117939,71656,,,,,
2016,兰州市,620100,甘肃省,620000,3342,,15892,324.2294,,,1311,2264.2317,2.6700001,34.889999,62.439999,61207,19909541,8.1999998,56,310,2734.5,,13916907503,49167.664,,137234.61,9963473,68132.25627,48799.605,1053528.696,3.7178369,,,12.15673,522.11639,0.892567262,0.74289459,620100,40.86530843,15.89134126,620100,4.046406338,1.551782683,620100,2016,甘肃省,兰州市,620000,620100,西部,西北侧,22642318,604550,7899905,14137863,2.67,34.89,62.44,61207,324,,,323,,,,7.8,,,,69,803985,17283,0.07,30,38.5,0,44,56,0,1,11,3,16,2,1,3,1,3,3,2,4,2,0,7,3,1,6,,,,,,,,,66,4399262,67011,13086,,,,20090.0,,8.3,,,,,,,,,,,,357,340,9,8,21103200,19895200,564600,643400,,,,683000,144000,,,,10941900,8025300,1978400,,,19909541,3911500,2502841,12633456,,33467753,599,9,,33753,,,2154794,,4241597,45156,740910,84015554,86231121,27962448,23,197,515,57,15998,13995,14365,2860,424842,17,21,,,,,49045,,,,,,,,,,,,,1060,,,,,172,24031,13133,,,4213,70,10900000,,,,,11461,5,59455,,156,42072,526469,66,535,1020000,,,,,,,3342,,,19192,,,108372,3199994,15892,,,,,,40,,96,96,,,,717279,907263,567576,,,,,
2016,陇南市,621200,甘肃省,620000,1214,,4895,287.8118,,,,339.8884,21.73,21.57,56.700001,13085,6540223,,,,,,4708889232,16186.733,,100880.37,3402534.3,11086.30282,5905.4917,168452.3258,0.57903153,,,7.0126624,87.240509,0.071061455,0.04398679,621200,30.54699358,13.5627554,621200,0.796847636,0.260361938,621200,2016,甘肃省,陇南市,620000,621200,西部,西北侧,3398884,738577,733139,1927167,21.73,21.57,56.7,13805,288,,,287,,,,8.3,,,,20,42600,3520,1.93,3.73,14.25,10,19,72,2,1,1,1,1,1,0,2,2,0,0,0,0,1,0,3,1,0,3,,,,,,,,,14,7156821,52205,27839,,,,68708.0,,8.4,,,,,,,,,,,,87,87,,,1707056,1707056,,,,,,63355,100124,,,,1192514,1868595,34094,,,6540223,178424,130043,994963,,615665,67,,,,,,266874,,2084443,6147,382997,5584134,7826446,4994668,1,231,1607,21,383,11718,14638,1094,6133,15,20,,,,,21787,,,,,,,,,,,,,802,,,,,234,8055,2691,,,3254,,,,,,,2077,,,,120,14906,88229,17,202,140000,,,,,,,1214,,,6809,,,16719,839086,4895,,,,,,63,,24,84,,,,53295,137051,48095,,,,,
2016,平凉市,620800,甘肃省,620000,681,,5061,234.36549,,,,367.29599,28.040001,24.790001,47.169998,17486,6707535,,,,,,4075315869,14127.761,,76219.477,3673281.5,12009.72046,6575.269,365927.625,1.2675247,,,7.4899569,231.43076,0.1891615,0.12034681,620800,33.9989011,15.10769231,620800,0.868131868,0.210989011,620800,2016,甘肃省,平凉市,620000,620800,西部,西北侧,3673000,1029909,910537,1732554,28.04,24.79,47.17,17486,234,,,233,,,,8,,,,18,237945,10020,0.15,7.26,10.24,1,41,58,0,3,1,1,3,1,0,1,0,0,0,0,0,0,0,3,1,0,3,,,,,,,,,17,927100,55693,11170,,,,129500.0,,7,,,,,,,,,,,,121,121,,,1659401,1659401,,,,,,92516,14893,,,,1157299,2508435,27857,,,6707535,557602,369544,1941643,,3113937,67,,,,,,265500,,1729000,4900,381300,4928576,7354800,5092800,2,161,848,11,445,11680,12222,1543,5670,14,15,,,,,24500,,,,,,,,,,,,,729,,,,,146,12251,4317,,,3761,,,,,,,3946,,,,135,7733,314800,23,184,260000,,,,,,,681,,,11430,,,73946,1904342,5061,,,,,,100,,93,88,,,,104100,123600,86600,,,,,
2016,庆阳市,621000,甘肃省,620000,242,,2239,269.97198,,,,597.8324,14.3,47.75,37.950001,26734,12008676,,,,,,9489225153,34277.02,,226056.48,5674705.5,54344.66852,28088.373,349404.3655,1.2620269,,,8.9782734,145.15266,0.347512649,0.20871764,621000,37.03490063,17.23024721,621000,1.386330587,0.425593795,621000,2016,甘肃省,庆阳市,620000,621000,西部,西北侧,5978324,854900,2879759,2243665,14.3,48.17,37.53,26734,270,,,270,,,,10.2,,,,18,137750,16051,0.05,6.3,11.34,0,36,64,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,4,1,0,4,,,,,,,,,16,1007412,61669,27119,,,,82000.0,,7.7,,,,,,,,,,,,121,119,1,1,5208361,5186599,17995,3767,,,,263182,387395,,,,1357345,6139855,647634,,,13133760,479669,355571,2231075,,756576,108,,,,,,427604,,2152339,9045,428865,6420368,8779686,6403360,3,166,974,13,1099,11619,14733,1514,17123,13,18,,,,,14001,,,,,,,,,,,,,745,,,,,152,8977,3936,,,2814,,320000,,,,,3797,,37,,142,13275,120129,20,157,210000,,,,,,,242,,,4875,,,8089,42186,2239,,,,,,62,,100,78,,,,76400,143000,82600,,,,,
2016,天水市,620500,甘肃省,620000,330,,4311,370.60831,,,,590.51361,17,32.169998,50.830002,17800,6711785,,,,,,4964999351,16988.104,,86727.094,4322445.5,15560.88575,9549.4668,347031.8292,1.1871456,,,7.8552265,213.83661,0.192446097,0.13723791,620500,32.03510848,16.60315582,620500,0.83234714,0.239842209,620500,2016,甘肃省,天水市,620000,620500,西部,西北侧,5905136,1003873,1899682,3001581,17,32.17,50.83,17800,371,,,369,,,,8.3,,,,23,144538,14149,0.48,7.13,15.62,2,31,67,0,0,4,0,3,1,0,1,0,1,0,0,1,0,0,4,2,0,5,,,,,,,,,19,965988,50861,14277,,,,52700.0,,8.6,,,,,,,,,,,,162,159,,3,3348208,3276465,,71743,,,,62884,97414,,,,1957473,2063075,10917,,,6711785,471219,321585,2886602,,6204062,153,,,,,,422152,,2515359,10766,525682,7486223,11557918,8024876,4,255,1004,24,1745,18290,17183,1679,43608,22,26,,,,,31053,,,,,,,,,,,,,839,,,,,169,12151,4832,,,3194,,110000,,,,,3417,,38,,152,30900,173766,32,284,780000,,,,,,,330,,,4959,,,12611,622248,4311,,,,,,72,,72,95,,,,218200,251555,141000,,,,,
2016,武威市,620600,甘肃省,620000,342,,3524,191.0919,,,4111,461.7272,23.450001,36.98,39.57,25396,6892245,,,,,,5348936459,18440.785,,93586.695,3707294.3,15764.20426,9920.9639,165056.03,0.56825167,,,7.6307993,77.276062,0.082147344,0.060075056,620600,38.30652312,12.49461685,620600,1.431285624,0.450284991,620600,2016,甘肃省,武威市,620000,620600,西部,西北侧,4617272,1082750,1707467,1827055,23.45,36.98,39.57,25396,191,,,191,,,,8.4,,,,13,227454,5716,0.27,5.1,8.03,2,38,60,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,2,1,0,2,,,,,,,,,13,701596,56148,33238,,,,149300.0,,8.5,,,,,,,,,,,,261,260,1,,4700967,4696092,4875,,,,,-30826,60852,,,,1941582,2868629,14320,,,6892245,416210,234417,1781506,,2822098,86,2,,874,,,311034,,1759339,291349,291349,7688473,8273938,5664685,4,136,554,15,831,8600,9852,930,16560,10,10,,,,,13267,,,,,,,,,,,,,359,,,,,290,9263,3566,,,4779,,,,,,,5180,,,,121,9500,150100,15,139,270000,,,,,,,342,,,3976,,,8888,227177,3524,,,,,,100,,89,96,,,,125100,133000,72900,,,,,
2016,张掖市,620700,甘肃省,620000,904,,6078,130.991,,,,399.9436,25.610001,27.540001,46.849998,32729,3497188,,,,,,5828632843,20089.803,,93328.078,3426051,12946.50979,6769.269,151348.4926,0.5215646,,,7.2060266,59.518135,0.056226247,0.034162611,620700,41.74250681,13.44073569,620700,1.723433243,0.434604905,620700,2016,甘肃省,张掖市,620000,620700,西部,西北侧,3999436,1024256,1101445,1874136,25.61,27.54,46.86,32729,131,,,131,,,,6.6,,,,13,95926,30082,1.14,3.78,8.25,9,29,63,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,,,,,,,,,11,641780,57708,41924,,,,265100.0,,8,,,,,,,,,,,,226,221,5,,3570220,3471697,98523,,,,,24585,50320,,,,1519878,2208695,14665,,,3497188,518178,350582,1609038,,907978,111,,,,,,270966,,1454936,8512,227292,5557829,5745568,3658898,1,65,214,11,895,5628,6168,732,19638,6,8,,,,,9317,,,,,,,,,,,,,686,,,,,124,7944,3095,,,1819,,120000,,,,,3027,,90,,92,7147,84550,23,115,270000,,,,,,,904,,,11034,,,22328,427549,6078,,,,,,100,,79,90,,,,116345,121632,76699,,,,,
2016,潮州市,445100,广东省,440000,1980,,1598,273.98001,,,3430,976.83032,7.21,51.470001,41.32,,4546200,,,,,,8229831315,28942.082,,61621.438,-1099951,26947.04826,20031.91,2710205.512,9.499773,,,15.803675,-264.67102,1.620905671,1.4001817,445100,36.82743363,19.08960177,445100,3.163716814,1.461283186,445100,2016,广东省,潮州市,440000,445100,东部,东南侧,9768303,704295,5027746,4036263,7.21,51.47,41.32,36956,274,,,264,,,,9,,,,20,252599,8555,0.01,11.5,8.66,0,57,43,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,3,1,0,2,,,,,,,,,19,1046310,53940,3146,,,,503300.0,,7.1,,,27.59,,,479200,251500,,,202565,,885,737,107,41,14229594,11579376,1666494,983724,,,,435526,1330299,,,,3601048,3087772,75360,,,4546211,617461,457261,4956141,,2887446,215,4,,3430,,,444022,,1466967,19773,352383,3685501,12035698,8145361,1,139,615,9,855,11636,10415,796,17311,14,20,,,,,10606,,,,,,,,,,,,,779,,,,,79,6354,4397,,,2228,12,,,,,,4140,913,,,,59025,184851,51,228,570000,,,,,,,1980,,,6994,,,35856,561916,1598,,,,,,,,100,,,,,461010,327716,325576,,,,,
2016,东莞市,441900,广东省,440000,17245,,12647,200.94,,,392617,6827.687,0.34999999,46.48,53.169998,,15574600,,,,,,42313809494,146134.58,,168426.09,16605938,155283.5823,129299.39,17439996.87,60.131477,,,54.010963,5325.0601,12.4472335,12.043922,441900,42.83516484,20.1978022,441900,7.307692308,3.263736264,441900,2016,广东省,东莞市,440000,441900,东部,东南侧,68276868,238969,31735088,36302811,0.35,46.48,53.17,82682,201,,,198,,,,8.5,,,,231,2439530,13822,0.03,189.77,41.45,0,82,18,0,0,184,1,5,3,1,6,3,3,3,5,1,0,1,4,5,1,6,,,,,,,,,228,13160504,57649,2460,,,,340576.0,,8.1,,,1.26,,,425700,59400,,,56623,,5869,2989,1889,991,146924605,75513738,42823577,28587290,,,,2758748,5027329,,,,74454397,23833905,476901,,,15574580,6427591,4391349,24707782,,39108916,1423,446,,392617,,,5447543,,5992899,279373,1429470,64024779,111984273,48829068,9,231,328,26,4651,18885,32302,3257,112603,30,74,,,,,74700,,,,,,,,,,,,,10138,,,,,89,27450,16680,,,4874,27,,,,,,10325,5269,,,787,1395519,1555812,273,1575,1850000,,,,,,,17245,,,67608,,,283178,1761179,12647,,,,,,100,,90,96,,,,6375420,5745699,4091081,,,,,
2016,佛山市,440600,广东省,440000,14107,,22642,400.17999,,,147166,8630,1.6799999,59.630001,38.689999,,35120400,,,,,,45640347179,155737.47,,190418.81,20544692,137258.8142,115225.21,11962594.47,40.819675,,,39.74345,4265.3062,7.123546582,6.9491034,440600,38.94040698,19.13226744,440600,4.869186047,2.132267442,440600,2016,广东省,佛山市,440000,440600,东部,东南侧,86300002,1449840,51460691,33389471,1.68,59.63,38.69,115891,400,,,395,,,,10,,,,172,1173335,22926,0.02,126.48,45.22,0,74,26,0,0,120,1,5,4,1,6,2,3,4,3,2,1,0,8,5,1,6,,,,,,,,,170,11403952,67187,3798,,,,421200.0,,8.3,,,9.83,,,1121900,49600,,,631200,,5671,4506,735,430,211873244,145396144,36010477,30466623,,,,5418399,15898049,,,,63689697,37775433,1012511,,,35120393,12299669,8632104,30177645,,66271916,1993,229,,147167,,,6045001,,6958523,349559,1244663,85156155,127896063,66584572,3,198,408,48,1928,23157,24357,4728,49994,31,51,,,,,88455,,,,,,,,,,,,,4920,,,,,115,32823,16534,,,5246,61,360000,,,,,25103,4269,1666,,188,455266,1363974,236,1196,2350000,,,,,,,14107,,,34273,,,121832,1383600,22642,,,,,,100,,86,97,,,,4278368,2887199,2298121,,,,,
2016,广州市,440100,广东省,440000,19326,,8951,870.48999,,,570121,19547.441,1.22,29.42,69.349998,,57035900,21.9,82,2939.7,1451.8,,59261846461,204117.08,,298427.25,19564490,245061.1643,186621.14,8250440.508,28.417202,,,33.012936,2080.0142,6.513060744,5.7635541,440100,39.60770689,18.51547694,440100,4.857864814,2.054958939,440100,2016,广东省,广州市,440000,440100,东部,东南侧,195474420,2384788,57508574,135561510,1.22,29.42,69.35,141933,870,,,862,,,,10.4,,,,325,3869469,53602,0.14,107.54,217.55,0,33,67,0,,82,3,23,30,13,28,11,12,19,24,14,5,3,24,13,4,18,,,,,,,,,311,25980229,89096,7434,,,,944400.0,,8.2,,,43.65,,,3740200,494800,,,476965,,4662,3190,808,664,195704254,85852009,30562924,79289321,,,,5177392,12316359,,,,88188186,43660288,3788058,,,57035860,25408549,15944355,87064876,,275055040,6503,1757,,570120,,,13936442,,19437465,1129546,3219820,288855427,459373383,139957861,82,514,953,83,59704,41894,52075,7812,1057281,51,97,,,,,216974,,,,,,,,,,,,,24014,,,,,273,80767,46791,,,91323,246,74040000,,,,,76375,30212,1250300,,243,3070185,3419036,434,2828,4960000,,,,,,,19326,,,20726,,,486670,3481190,8951,,,,,,96,,96,94,,,,11022950,6368229,5021366,,,,,
2016,河源市,441600,广东省,440000,,,,373.32001,,,9500,898.71619,11.22,43.549999,45.23,,6522900,,,,,,6946338369,24130.877,,117393.11,6258399,23385.95804,14523.716,442115.4966,1.53479,,,8.2340813,312.81076,0.292215181,0.21088749,441600,31.94686985,16.02265239,441600,1.379736409,0.560543657,441600,2016,广东省,河源市,440000,441600,东部,东南侧,8987162,1008360,3913909,4064893,11.22,43.55,45.23,29205,373,,,370,,,,24,,,,28,383053,9251,0.08,13.6,14.22,0,49,51,0,0,12,1,1,1,0,1,0,1,1,0,0,0,0,4,1,0,4,,,,,,,,,27,1543918,56513,15654,,,,2264500.0,,8.6,,,91.32,,,761500,425300,,,45522,,589,426,133,30,15991841,10755191,3274275,1962375,,,,364980,1275317,,,,4524346,4125762,81396,,,6522908,1757240,1299286,5374414,,1673413,221,35,,9502,,,688934,,2939538,54133,542639,8880791,11392577,6607752,1,188,340,15,537,18469,15592,1588,12085,18,29,,,,,32181,,,,,,,,,,,,,1429,,,,,115,9034,5679,,,3109,36,,,,,,6131,14,,,116,41534,170553,40,235,470000,,,,,,,1000,,,,,,,,4000,,,,,,,,,,,,,717149,311091,289073,,,,,
2016,惠州市,441300,广东省,440000,6137,,14572,364.31,,,114251,3412.167,5.0300002,53.849998,41.119999,,20397100,,,,,,28135077376,98328.305,,206411.81,10240038,94349.97192,69362.313,2524953.124,8.8015881,,,16.359018,702.11908,1.617256634,1.3815964,441300,38.71260886,18.73002651,441300,4.278682317,1.557364635,441300,2016,广东省,惠州市,440000,441300,东部,东南侧,34121671,1716320,18374520,14030831,5.03,53.85,41.12,71605,364,,,361,,,,14.7,,,,96,1215795,21468,0.09,67.48,28.52,0,70,30,0,0,65,1,2,2,1,3,1,4,2,1,1,1,0,5,3,0,6,,,,,,,,,92,5990003,64766,11346,,,,1811300.0,,8.2,,,59.99,,,2983100,773700,,,171511,,2140,1261,650,229,76173423,31839076,21601869,22732478,,,,1652110,4837202,,,,29218152,17168494,697444,,,20397056,7476324,5973431,12278804,,20222377,630,154,,114252,,,3613044,,5090750,218192,1019079,31551265,45447300,19452277,4,252,456,35,1926,20076,26253,3342,37322,28,53,,,,,81697,,,,,,,,,,,,,1679,,,,,144,19383,11283,,,6422,,,,,,,10935,12520,,,164,30522,609900,102,697,1490000,,,,,,,6137,,,17297,,,51275,2939604,14572,,,,,,,,96,96,,,,2147049,1562028,1246426,,,,,
2016,江门市,440700,广东省,440000,,,,393.92999,,,47634,2418.7805,7.8099999,47.580002,44.610001,,15177700,,,,,,20102681069,69653.031,,157355.95,-3163937.5,59923.9766,44700.703,2197408.93,7.5964589,,,14.646564,-258.63232,1.224502957,1.0614575,440700,39.82990291,20.4438835,440700,4.388349515,1.770485437,440700,2016,广东省,江门市,440000,440700,东部,东南侧,24187806,1889068,11508558,10790180,7.81,47.58,44.61,53374,394,,,393,,,,7.3,,,,60,808728,24839,0.05,35.8,23.68,0,60,40,0,0,30,1,5,2,1,3,1,2,1,1,0,1,0,4,3,0,5,,,,,,,,,56,3413926,61366,9509,,,,1453300.0,,7.4,,,95.83,,,1379900,284000,,,786593,,1998,1296,515,187,42743780,21802336,15598434,5343010,,,,1212345,2381823,,,,18095685,9285722,202221,,,15177723,3536167,2704922,11590639,,10904406,781,123,,47634,,,2041744,,2932116,94638,671034,23670598,38700574,24014199,3,188,316,39,1840,9562,13877,2994,40055,21,31,,,,,69148,,,,,,,,,,,,,2693,,,,,41,15487,9298,,,9556,191,,,,,,10361,3696,,,121,160761,1499412,120,624,1600000,,,,,,,9000,,,,,,,,10000,,,,,,,,,,,,,1935710,,768675,,,,,
2016,揭阳市,445200,广东省,440000,3462,,2064,697.04999,,,3071,2006.8992,9.3900003,55.73,34.880001,,14855400,,,,,,12958011189,45820.414,,102965.28,7050432.5,44421.36285,33172.004,2483456.007,8.7715836,,,15.965948,1046.5552,1.648467711,1.4305248,445200,39.39502427,20.57281553,445200,3.950242718,1.75788835,445200,2016,广东省,揭阳市,440000,445200,东部,东南侧,20068992,1884478,11184449,7000064,9.39,55.73,34.88,33027,697,,,699,,,,11.7,,,,41,543617,8968,0.2,23.91,17.22,0,58,42,0,,19,1,4,1,1,2,0,1,0,0,0,0,0,6,2,0,4,,,,,,,,,40,1942864,48156,5265,,,,911000.0,,6.3,,,85.84,,,2255600,656600,,,155472,,1991,1810,143,38,51311444,43544548,5683965,2082931,,,,1078052,2623960,,,,10738031,6542388,309925,,,14855429,535058,423988,9784204,,13091338,1060,10,,3072,,,736436,,2669413,33738,684154,9923933,20172641,13927290,2,289,1232,18,547,28973,29854,2316,11944,38,50,,,,,117899,,,,,,,,,,,,,1051,,,,,114,15685,9746,,,2011,,3820000,,,,,3723,26,48144,,366,715510,,77,474,570000,,,,,,,3462,,,8060,,,69670,242012,2064,,,,,,60,,45,78,,,,837456,376902,240003,,,,,
2016,茂名市,440900,广东省,440000,2846,,6364,798.84998,,,7547,2636.7434,16.530001,40.150002,43.32,,12627600,,,,,,8320264448,29079.48,,122273.88,2735401.8,35134.20037,22170.359,738230.882,2.5767016,,,10.331398,189.77205,0.609341203,0.44681314,440900,35.65281241,19.40592962,440900,1.587697423,0.709891937,440900,2016,广东省,茂名市,440000,440900,东部,东南侧,26367435,4358537,10586525,11422373,16.53,40.15,43.32,43211,799,,,792,,,,18.5,,,,46,,28164,0.8,20.39,25.28,2,44,54,1,0,8,1,11,1,0,3,1,1,1,1,0,1,0,9,3,0,4,,,,,,,,,43,2474816,57059,11429,,,,1371500.0,,7.1,,,146.1,,,2916300,3264600,,,878468,,978,913,52,13,24834149,23632298,858612,343239,,,,1135489,2967722,,,,4140815,6347594,1924621,,,12627596,1098424,842793,13398771,,16007286,891,57,,7548,,,1214200,,3497300,15698,1022581,10058700,22169300,15328100,4,257,1381,21,2133,35490,33706,2264,37900,47,60,,,,,47980,,,,,,,,,,,,,1216,,,,,163,27617,12635,,,5909,68,,,,,,9053,600,,,125,84375,330514,59,355,900000,,,,,,,2846,,,9339,,,461133,545971,6364,,,,,,100,,94,92,,,,1050000,443800,261600,,,,,
